Name,Age,Class/Dept,Ticket,Joined,Job,Boat [Body]
"SØHOLT, Mr Peter Andreas Lauritz Andersen",19,3rd Class Passenger,348124£7 13s,Southampton,Carpenter / Joiner,
"TAGGART, Mr William",24,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"TALBOT, Mr George Frederick Charles",20,Victualling Crew,,Southampton,Steward,[150]
"TAMLYN, Mr Frederick",23,Deck Crew,,Southampton,Mess Steward (Deck Dept.),[123]
"TANN?S, Mr Bash?r",30,3rd Class Passenger,2621£6 8s 9d,Cherbourg,Dealer,
"TANN?S, Mrs Tham?n",16,3rd Class Passenger,2625£8 10s 4d,Cherbourg,,
"?ANN?S, Mr ?ann?s ?ann? Mu'awwad",16,3rd Class Passenger,2684£7 4s 6d,Cherbourg,Scholar,
"TANN?S, Master As'ad",5m,3rd Class Passenger,2625£8 10s 4d,Cherbourg,,
"?ANN?S MU'AWWAD, Mr ?ann?",34,3rd Class Passenger,2681£6 8s 9d,Cherbourg,Dealer,
"TAUSSIG, Mr Emil",54,1st Class Passenger,110413£79 13s,Southampton,Manufacturer,
"TAUSSIG, Mrs Tillie",39,1st Class Passenger,110413£79 13s,Southampton,,8
"TAUSSIG, Miss Ruth",18,1st Class Passenger,110413£79 13s,Southampton,,8
"TAYLOR, Mr Elmer Zebley",48,1st Class Passenger,19996£52,Southampton,Manufacturer,7* 
"TAYLOR, Mrs Juliet Cummins",49,1st Class Passenger,19996£52,Southampton,,7* 
"TAYLOR, Mr Percy Cornelius",40,2nd Class PassengerMusician,250654,Southampton,Musician,
"TAYLOR, Mr Bernard Cuthbert",22,Victualling Crew,,Southampton,3rd Class Steward,
"TAYLOR, Mr Leonard",19,Victualling Crew,,Southampton,Turkish Bath Attendant,
"TAYLOR, Mr William John",31,Victualling Crew,,Southampton,Saloon Steward (1st class),
"TAYLOR, Mr Charles William Frederick",40,Deck Crew,,Southampton,Able-bodied Seaman,
"TAYLOR, Mr J.",42,Engineering Crew,,Southampton,Fireman,
"TAYLOR, Mr George",23,Engineering Crew,,Southampton,Fireman,1
"TAYLOR, Mr John Henry",49,Engineering Crew,,Southampton,Fireman,
"TAYLOR, Mr William Henry",28,Engineering Crew,,Southampton,Fireman,15
"TENGLIN, Mr Gunnar Isidor",25,3rd Class Passenger,350033£7 15s 11d,Southampton,,13* 
"TERRELL, Mr Bertram",19,Deck Crew,,Southampton,Seaman,
"TERRILL, Mr Frank",27,Victualling Crew,,Southampton,Assistant Saloon Steward,
"TESTONI, Sig. Ercole",23,Restaurant Staff,,Southampton,Assistant Glass Man,
"TEUTON, Mr Thomas Moore",35,Victualling Crew,,Southampton,Saloon Steward,[226]
"THALER, Mr Montague Donald",17,Victualling Crew,,Southampton,Steward (3rd Class),
"THAYER, Mr John Borland",49,1st Class Passenger,17421£110 17s 8d,Cherbourg,Businessman,
"THAYER, Mrs Marian Longstreth",39,1st Class Passenger,17421£110 17s 8d,Cherbourg,,4
"THAYER, Mr John Borland",17,1st Class Passenger,17421£110 17s 8d,Cherbourg,Scholar,B 
"THEISSINGER, Mr Alfred",46,Victualling Crew,,Southampton,Bed Room Steward,11* 
"THEOBALD, Mr Thomas Leonard",34,3rd Class Passenger,363294£8 1s,Southampton,Groom,[176]
"THOMAS, Mr Benjamin James",30,Victualling Crew,,Belfast,Saloon Steward,15
"THOMAS, Mr Albert Charles",23,Victualling Crew,,Southampton,Saloon Steward,
"THOMAS, Mr Joseph Wakefield",23,Engineering Crew,,Southampton,Fireman,
"THOMAS, Mr John",25,Deck Crew(Delivery trip only),,Belfast,Able Seaman,
"THOMAS, Mr William",51,Deck Crew(Delivery trip only),,Belfast,Able Seaman,
"THOMPSON, Mr Herbert Henry",25,Victualling Crew,,Belfast,2nd (Assistant) Storekeeper,
"THOMPSON, Mr John William",41,Engineering Crew,,Southampton,Fireman,A 
"THOMPSON, Mr Joseph",34,1st Class PassengerH&W Guarantee Group,,Belfast,Painter & Decorator,
"THOMPSON, Mr Alexander Mellis",36,3rd Class Passenger,32302£8 1s,Southampton,Mason,
"THORLEY, Mr William Gordon",41,Victualling Crew,,Southampton,Cook,
"THORN, Mr Harry",25,Victualling Crew,,Southampton,Assistant Ship's Cook,
"THORNE, Miss Gertrude Maybelle",37,1st Class Passenger,17585£80 4d,Cherbourg,,D 
"THORNEYCROFT, Mr Percival",36,3rd Class Passenger,376564£16 2s,Southampton,General Labourer,
"THORNEYCROFT, Mrs Florence Kate",32,3rd Class Passenger,376564£16 2s,Southampton,,10* 
"THRELFALL, Mr Thomas",44,Engineering Crew,,Southampton,Leading Fireman,14
"THRESHER, Mr George Terrill",25,Engineering Crew,,Southampton,Fireman,
"TIETZ, Sig. Carlo/Karl",27,Restaurant Staff,,Southampton,Kitchen Porter,
"TIKKANEN, Mr Juho",32,3rd Class Passenger,3101293£7 18s 6d,Southampton,General Labourer,
"TINSLEY, Mr Thomas",47,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"TIZARD, Mr Arthur Leopold",31,Engineering Crew,,Southampton,Fireman,
"TOBIN, Mr Roger",20,3rd Class Passenger,383121£7 15s,Queenstown,Farmer,
"TODOROFF, Mr Lalio",23,3rd Class Passenger,349216£7 17s 11d,Southampton,General Labourer,
"TOMLIN, Mr Ernest Portage",21,3rd Class Passenger,364499£8 1s,Southampton,Scholar,[50]
"TOMS, Mr Fred",29,Victualling Crew,,Belfast,Saloon Steward,15* 
"TOOMEY, Miss Ellen Mary",50,2nd Class Passenger,13531£10 10s,Southampton,Servant,9
"TOPP, Mr Thomas",27,Victualling Crew,,Southampton,2nd Butcher,
"TÖRBER, Mr Ernst Wilhelm",41,3rd Class Passenger,364511£8 1s,Southampton,Florist,
"TORFA, Mr Assad",20,3rd Class Passenger,2673£7 4s 7d,Cherbourg,Farm Labourer,
"TÖRNQVIST, Mr Johan Vilhelm Henrik",26,3rd Class Passenger,370160,Southampton,Seaman,
"TOSHACK, Mr James Adamson",30,Victualling Crew,,Southampton,Saloon Steward (1st class),
"TOTEVSKI, Mr Hristo Danchev",25,3rd Class Passenger,349203£7 17s 11d,Southampton,General Labourer,
"TOVEY, Miss",,2nd Class PassengerCross Channel Passenger,516£2,Southampton,,
"TOZER, Mr James",32,Engineering Crew,,Southampton,Greaser,
"TRIGGS, Mr Robert",41,Engineering Crew,,Southampton,Fireman,3* 
"TROUPIANSKY, Mr Moses Aaron",23,2nd Class Passenger,233639£13,Southampton,Shop Assistant,
"TROUT, Mrs Jessie Laird",27,2nd Class Passenger,240929£12 13s,Southampton,,9
"TROUTT, Miss Edwina Celia",27,2nd Class Passenger,34218£10 10s,Southampton,,16* 
"TU'MAH, Mrs Hinnah",27,3rd Class Passenger,2650£15 4s 11d,Cherbourg,,
"TU'MAH, Miss Mariyam",9,3rd Class Passenger,2650£15 4s 11d,Cherbourg,,
"TU'MAH, Master Jirjis Y?suf",8,3rd Class Passenger,2650£15 4s 11d,Cherbourg,,
"TU'MAH AL-SAYQAL?, Mr Ass?f Jirjis",29,3rd Class Passenger,2692£7 4s 6d,Cherbourg,Farm Labourer,
"TUCKER, Mr Gilbert Milligan jr",31,1st Class Passenger,2543£28 10s 9d,Cherbourg,,7
"TUR?IN, Mr Stjepan",36,3rd Class Passenger,349247£7 17s 11d,Southampton,General Labourer,
"TURJA, Miss Anna Sofia",18,3rd Class Passenger,4138£9 16s 10d,Southampton,,
"TURKULA, Mrs Hedwig",64,3rd Class Passenger,4134£9 11s 9d,Southampton,,
"TURLEY, Mr Richard",37,Engineering Crew,,Belfast,Fireman,
"TURNER, Mr George Frederick",42,Victualling Crew,,Southampton,Stenographer,
"TURNER, Mr Leopold Olerenshaw",28,Victualling Crew,,Belfast,Saloon Steward (1st class),[23]
"TURPIN, Mr William John",29,2nd Class Passenger,11668£21,Southampton,Carpenter / Joiner,
"TURPIN, Mrs Dorothy Ann",26,2nd Class Passenger,11668£21,Southampton,Housewife,
"TURVEY, Mr Charles Thomas",17,Restaurant Staff,,Southampton,Page Boy,
"URBINI, Sig. Roberto",20,Restaurant Staff,,Southampton,Waiter,
"URUCHURTU, Mr Manuel Ramirez",39,1st Class Passenger,17601£27 14s 5d,Cherbourg,Lawyer,
"VALLER, Mr Arthur",26,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"VALVASSORI, Mr Ettore Luigi",35,Restaurant Staff,,Southampton,Waiter,
"VAN BILLIARD, Mr Austin Blyler",35,3rd Class Passenger,851£14 10s,Southampton,,[255]
"VAN BILLIARD, Master James William",10,3rd Class Passenger,851£14 10s,Southampton,,
"VAN BILLIARD, Master Walter John",9,3rd Class Passenger,851£14 10s,Southampton,,[1]
"VAN DE VELDE, Mr Johannes Josef",35,3rd Class Passenger,345780£9 10s,Southampton,Farmer,
"VAN DEN STEEN, Mr Leo Peter",28,3rd Class Passenger,345783£9 10s,Southampton,Farmer,
"VAN DER BRUGGE, Mr Wessel Adrianus",38,Engineering Crew,,Southampton,Fireman,
"VAN DER HOEF, Mr Wyckoff",61,1st Class Passenger,111240£33 10s,Belfast,Businessman,[245]
"VAN IMPE, Mrs Rosalie Paula",30,3rd Class Passenger,345773£24 3s,Southampton,,
"VAN IMPE, Miss Catharina",10,3rd Class Passenger,345773£24 3s,Southampton,,
"VAN IMPE, Mr Jean Baptiste",36,3rd Class Passenger,345773£24 3s,Southampton,Farmer,
"VAN MELCKEBEKE, Mr Philemon",23,3rd Class Passenger,345777£9 10s,Southampton,Farmer,
"VANDERCRUYSSEN, Mr Victor",46,3rd Class Passenger,345765£9,Southampton,Farmer,
"VANDERPLANCKE, Mr Julius",31,3rd Class Passenger,345763£18,Southampton,Farmer,
"VANDERPLANCKE, Mrs Emelie Maria",31,3rd Class Passenger,345763£18,Southampton,,
"VANDERPLANCKE, Miss Augusta Maria",18,3rd Class Passenger,345763£18,Southampton,Servant,
"VANDERPLANCKE, Mr Leo Edmondus",15,3rd Class Passenger,345763£18,Southampton,Farm Labourer,
"VANDEWALLE, Mr Nestor Cyriel",28,3rd Class Passenger,345770£9 10s,Southampton,Merchant,
"VARTANIAN, Mr David",22,3rd Class Passenger,2658£7 4s 6d,Cherbourg,,
"VEAL, Mr James",40,2nd Class Passenger,28221£13,Southampton,,
"VEAL, Mr Thomas Henry Edom",38,Victualling Crew,,Southampton,Saloon Steward (1st class),
"VEAL, Mr Arthur",36,Engineering Crew,,Southampton,Greaser,
"VEAR, Mr Henry",33,Engineering Crew,,Southampton,Fireman,
"VEAR, Mr William",34,Engineering Crew,,Southampton,Fireman,[59]
"VESTRÖM, Miss Hulda Amanda Adolfina",14,3rd Class Passenger,350406£7 17s 1d,Southampton,Servant,
"VICAT, Sig. Alphonse Jean Eugene",21,Restaurant Staff,,Southampton,Cook,
"VIGOTT, Mr Philip Francis",32,Deck Crew,,Southampton,Able Seaman,13
"VILLVARLANGE, Mr Pierre Léon Gabriel",19,Restaurant Staff,,Southampton,Assistant Soup Cook,
"VINE, Mr Herbert Thomas Gordon",17,Restaurant Staff,,Southampton,Assistant Restaurant Controller,
"VIONI, Sig. Roberto",25,Restaurant Staff,,Southampton,Waiter,
"VÖGELIN-DUBACH, Sig. Johannes",35,Restaurant Staff,,Southampton,Coffee Man,
"VOVK, Mr Janko",21,3rd Class Passenger,349252£7 17s 11d,Southampton,General Labourer,
"VULCHEV, Mr Minko Anghelov",26,3rd Class Passenger,349202£7 17s 11d,Southampton,General Labourer,
"WAELENS, Mr Achille",22,3rd Class Passenger,345767£9,Southampton,Farm Labourer,[140]
"WAKE, Mr Percy",37,Victualling Crew,,Southampton,Assistant baker,
"WALKER, Mr William Anderson",48,1st Class Passenger,36967£34 5d,Southampton,,
"WALKER, Mr Robert",43,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"WALLACE, Mr Robert",25,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"WALLCROFT, Miss Ellen 'Nellie'",36,2nd Class Passenger,13528£21,Southampton,Cook,14
"WALLIS, Mrs Catherine Jane",36,Victualling Crew,,Southampton,Matron,
"WALLS, Mr James",32,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"WALPOLE, Mr James",48,Victualling Crew,,Belfast,Chief Pantryman Steward,
"WALSH, Kate",42,Victualling Crew,,Southampton,Stewardess,
"WARD, Mr William John",25,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"WARD, Miss Annie Moore",37,1st Class PassengerServant,17755£512 6s 7d,Cherbourg,Personal Maid,3
"WARD, Mr Edward Bryon",34,Victualling Crew,,Belfast,Bed Room Steward,
"WARD, Mr Percy Thomas",40,Victualling Crew,,Belfast,Bedroom Steward (1st Class),
"WARD, Mr William",37,Victualling Crew,,Southampton,Saloon Steward,9
"WARD, Mr Arthur",23,Engineering Crew,,Belfast,Junior Assistant 4th. Engineer,
"WARD, Mr James William",31,Engineering Crew,,Southampton,Leading Fireman,
"WARDNER, Mr Fred Albert",40,Engineering Crew,,Southampton,Fireman,
"WARE, Mr Frederick",35,3rd Class Passenger,359309£8 1s,Southampton,Motor Fitter,
"WARE, Mr John James",46,2nd Class Passenger,31352£21,Southampton,Carpenter / Joiner,
"WARE, Mrs Florence Louise",32,2nd Class Passenger,31352£21,Southampton,,10
"WARE, Mr William Jeffery",22,2nd Class Passenger,28666£10 10s,Southampton,,
"WAREHAM, Mr Robert Arthur",37,Victualling Crew,,Belfast,Bed Room Steward,[246]
"WARREN, Mr Charles William",31,3rd Class Passenger,49867£7 11s,Southampton,Bricklayer,
"WARREN, Mr Frank Manley",63,1st Class Passenger,110813£75 5s,Cherbourg,,
"WARREN, Mrs Anna Sophia",60,1st Class Passenger,110813£75 5s,Cherbourg,,5
"WARWICK, Mr Tom",25,Victualling Crew,,Southampton,Saloon Steward,
"WATERIDGE, Mr Edward Lewis",26,Engineering Crew,,Southampton,Fireman,
"WATSON, Mr Ennis Hastings",18,2nd Class PassengerH&W Guarantee Group,239856,Belfast,Apprentice Electrician,
"WATSON, Mr William Albert",14,Victualling Crew,,Southampton,Bell Boy,
"WATSON, Mr William",27,Engineering Crew,,Southampton,Fireman,[158]
"WATT, Mrs Elizabeth",40,2nd Class Passenger,33595£15 15s,Southampton,,9
"WATT, Miss Robertha Josephine",12,2nd Class Passenger,33595£15 15s,Southampton,,9
"WAUGH, Mr James",26,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"WAZNAH, Mr Y?suf Ahmad",23,3rd Class Passenger,2647£7 4s 6d,Cherbourg,Farmer,
"WEATHERSTON, Mr Thomas Herbert",25,Victualling Crew,,Belfast,Saloon Steward (1st class),
"WEBB, Mr Brook Holden",50,Victualling Crew,,Belfast,Smoke Room Steward (1st class),
"WEBB, Mr Samuel Francis",28,Engineering Crew,,Southampton,Trimmer,
"WEBBER, Mr James",66,3rd Class Passenger,3101316£8 1s,Southampton,Miner,
"WEBBER, Miss Susan",38,2nd Class Passenger,27267£13,Southampton,,10
"WEBBER, Mr Francis Albert",30,Engineering Crew,,Southampton,Leading Fireman,
"WEIKMAN, Mr Augustus Henry",52,Victualling Crew,,Southampton,Barber,A* 
"WEIR, Colonel John",61,1st Class Passenger,113800£26 11s,Southampton,Mining Engineer,
"WEISZ, Mr Léopold",37,2nd Class Passenger,228414£26,Southampton,Stonemason and Carver,[293]
"WEISZ, Mrs Mathilde Françoise",37,2nd Class Passenger,228414£26,Southampton,,
"WELCH, Mr William Harold",21,Victualling Crew,,Southampton,Cook,
"WELLER, Mr William Clifford",30,Deck Crew,,Belfast,Able-bodied Seaman,7
"WELLS, Mrs Addie Dart",29,2nd Class Passenger,29103£23,Southampton,,
"WELLS, Miss Joan",4,2nd Class Passenger,29103£23,Southampton,,
"WELLS, Master Ralph Lester",2,2nd Class Passenger,29103£23,Southampton,,14* 
"WELSH, Mr Patrick",50,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"WENDEL, Mr Olof Edvin",20,3rd Class Passenger,350416£7 17s 1d,Southampton,General Labourer,
"WENNERSTRÖM, Mr August",27,3rd Class Passenger,350043£7 15s 11d,Southampton,,A 
"WEST, Mr Edwy Arthur",36,2nd Class Passenger,34651£27 15s,Southampton,,
"WEST, Mrs Ada Mary",33,2nd Class Passenger,34651£27 15s,Southampton,,11
"WEST, Miss Constance Miriam",4,2nd Class Passenger,34651£27 15s,Southampton,,11
"WEST, Miss Barbara Joyce",10m,2nd Class Passenger,34651£27 15s,Southampton,,11
"WHEADON, Mr Edward Henry",65,2nd Class Passenger,24579£10 10s,Southampton,Farmer,
"WHEAT, Mr Joseph Thomas",30,Victualling Crew,,Belfast,Assistant Second Steward,11
"WHEELER, Mr Edwin Charles",26,2nd Class PassengerServant,2159£12 17s 6d,Southampton,Servant,
"WHEELTON, Mr Edenser Edward",28,Victualling Crew,,Belfast,Saloon Steward (1st class),11
"WHILEMS, Mr Charles",31,2nd Class Passenger,244270£13,Southampton,Factory Foreman,9
"WHINNERY, Mr Hugh",42,Engineering Crew(Delivery trip only),,Belfast,Leading Fireman,
"WHITE, Mr Percival Wayland",54,1st Class Passenger,35281£77 5s 9d,Southampton,Manufacturer,
"WHITE, Mr Richard Frasar",21,1st Class Passenger,35281£77 5s 9d,Southampton,,[169]
"WHITE, Mrs Ella Holmes",55,1st Class Passenger,17760£135 12s 8d,Cherbourg,,8
"WHITE, Mr Albert",17,Engineering Crew,,Southampton,Trimmer,
"WHITE, Mr Arthur",37,Victualling Crew,,Southampton,Assistant Barber (1st Class),[247]
"WHITE, Mr Edward Joseph",27,Victualling Crew,,Southampton,Glory hole steward (3rd class),[272]
"WHITE, Mr Leonard Lisle Oliver",32,Victualling Crew,,Belfast,Saloon Steward,
"WHITE, Mr Alfred",32,Engineering Crew,,Southampton,Greaser,4
"WHITE, Mr Frank Leonard",27,Engineering Crew,,Southampton,Trimmer,
"WHITE, Mr William George",23,Engineering Crew,,Southampton,Trimmer,
"WHITELEY, Mr Thomas Arthur",18,Victualling Crew,,Southampton,Saloon Steward,B 
"WHITFORD, Mr Alfred Henry",39,Victualling Crew,,Southampton,"Saloon Steward, 2nd Class",
"WICK, Col. George Dennick",57,1st Class Passenger,36928£164 17s 4d,Southampton,,
"WICK, Mrs Mary Peebles",45,1st Class Passenger,36928£164 17s 4d,Southampton,,8
"WICK, Miss Mary Natalie",31,1st Class Passenger,36928£164 17s 4d,Southampton,,8
"WIDEGREN, Mr Carl Peter",51,3rd Class Passenger,347064£7 15s,Southampton,Seaman,
"WIDENER, Mr George Dunton",50,1st Class Passenger,113503£211 10s,Southampton,Banker,
"WIDENER, Mrs Eleanor",50,1st Class Passenger,113503£211 10s,Southampton,,4
"WIDENER, Mr Harry Elkins",27,1st Class Passenger,113503£211 10s,Southampton,Bibliophile,
"WIDGERY, Mr Isaac George",37,Victualling Crew,,Southampton,Bath Steward,9
"WIKLUND, Mr Karl Johan",18,3rd Class Passenger,3101266£6 9s 11d,Southampton,General Labourer,
"WIKLUND, Mr Jakob Alfred",17,3rd Class Passenger,3101267£6 9s 11d,Southampton,General Labourer,[314]
"WILDE, Mr Henry Tingle",39,Deck CrewTitanic Officers,,Southampton,Chief Officer,
"WILDING, Mr Edward",,1st Class Passenger,,Belfast,Naval Architect,
"WILKES, Mrs Ellen",47,3rd Class Passenger,363272£7,Southampton,,
"WILKINSON, Mrs Elizabeth Anne",30,2nd Class Passenger,2926£26,Southampton,,16* 
"WILLARD, Miss Constance",21,1st Class Passenger,113795£26 11s,Southampton,,
"WILLER, Mr Aaron",37,3rd Class Passenger,3410£8 14s 3d,Cherbourg,,
"WILLEY, Mr Edward John",20,3rd Class Passenger,751£7 11s,Southampton,Farm Labourer,
"WILLIAMS, Mr Howard Hugh",28,3rd Class Passenger,2466£8 1s,Southampton,Carman,
"WILLIAMS, Mr Leslie",24,3rd Class Passenger,54636£16 2s,Southampton,Pugilist,[14]
"WILLIAMS, Mr Charles Duane",51,1st Class Passenger,17597£61 7s 7d,Cherbourg,Lawyer,
"WILLIAMS, Mr Richard Norris",21,1st Class Passenger,17597£61 7s 7d,Cherbourg,Sportsman,A 
"WILLIAMS, Mr Charles Eugene",23,2nd Class Passenger,244373£13,Southampton,Sportsman,14
"WILLIAMS, Mr Arthur John",42,Victualling Crew,,Southampton,Storekeeper (1st Class),
"WILLIAMS, Mr Walter John",28,Victualling Crew,,Southampton,Saloon Steward (2nd class),13* 
"WILLIAMS, Mr Samuel Solomon",28,Engineering Crew,,Southampton,Fireman,
"WILLIAMS, Mr Fletcher Fellowes Lambert",43,1st Class Passenger,113510£35,Southampton,Businessman,
"WILLIAMSON, Mr James Bertram",35,Victualling CrewPostal Clerk,,Southampton,Postal Clerk / Postman,
"WILLIS, Mr William",59,Victualling Crew,,Southampton,3rd Class Packer Steward,
"WILLSHER, Mr William Aubrey",33,Victualling Crew,,Southampton,Butcher,
"WILSON, Miss Helen Alice",33,1st Class PassengerServant,16966£134 10s,Cherbourg,Personal Maid,3
"WILSON, Mr Bertie",27,Engineering Crew,,Belfast,Senior Assistant 2nd Engineer,
"WILTON, Mr William Edward",53,Engineering Crew,,Southampton,Trimmer,
"WINDEBANK, Mr Alfred Edgar",38,Victualling CrewSubstitute Crew,,Southampton,Cook,
"WINDELØV, Mr Einar",21,3rd Class Passenger,3101317£7 5s,Southampton,Dairy Worker,
"WINSER, Mr Rowland",35,Victualling Crew,,Southampton,Third Class Steward,
"WIRZ, Mr Albert",17,3rd Class Passenger,315154£8 13s 3d,Southampton,Farmer,[131]
"WISEMAN, Mr Philip",53,3rd Class Passenger,34244£7 5s,Southampton,Merchant,
"WITCHER, Mr Albert Ernest",39,Engineering Crew,,Southampton,Fireman,
"WITT, Mr Henry Dennis",37,Engineering CrewSubstitute Crew,,Southampton,Fireman,
"WITTER, Mr James William Cheetham",31,Victualling Crew,,Southampton,Smoke Room Steward (2nd Class),11
"WITTEVRONGEL, Mr Camilius Aloysius",36,3rd Class Passenger,345771£9 10s,Southampton,Farmer,
"WITTMAN, Mr Henry",38,Victualling Crew,,Southampton,Bathroom Steward (1st Class),[315]
"WITTS, Mr William Francis",35,Engineering Crew,,Southampton,Trimmer,
"WOOD, Mr James Thomas",49,Victualling Crew,,Southampton,"Assistant Saloon Steward, 2nd Class",
"WOOD, Mr Henry",31,Engineering Crew,,Southampton,Trimmer,
"WOODFORD, Mr Frederick Ernest",40,Engineering Crew,,Southampton,Greaser,[163]
"WOODMEY, Mr Robert",41,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"WOODS, Mr Hugh",31,Engineering Crew(Delivery trip only),,Belfast,Leading Fireman,
"WOODWARD, Mr John Wesley",32,2nd Class PassengerMusician,250654,Southampton,Musician,
"WOODY, Mr Oscar Scott",41,Victualling CrewPostal Clerk,,Southampton,Postal Clerk / Postman,[167]
"WOOLNER, Mr Hugh",45,1st Class Passenger,19947£35 10s,Southampton,Businessman,D 
"WORMALD, Mr Henry Frederick Charles",45,Victualling Crew,,Southampton,Saloon Steward,[144]
"WORTHMAN, Mr William Henry",37,Engineering Crew,,Southampton,Fireman,
"WOTTON, Mr Henry Swaffin",54,1st Class PassengerCross Channel Passenger,86£1 10s,Southampton,Butcher's Shop Proprietor,
"WRAPSON, Mr Frederick Bernard",18,Victualling Crew,,Belfast,Assistant Pantryman Steward,
"WRIGHT, Mr George",62,1st Class Passenger,113807£26 11s,Southampton,Businessman,
"WRIGHT, Miss Marion",26,2nd Class Passenger,220844£13 10s,Southampton,,9* 
"WRIGHT, Mr Frederick",24,Victualling Crew,,Southampton,Squash racquet court attendant,
"WRIGHT, Mr William",47,Victualling Crew,,Southampton,Glory Hole Steward,13
"WYETH, Mr James Robert",25,Engineering Crew,,Southampton,Fireman,
"WYNN, Mr William",41,Deck Crew,,Belfast,Quartermaster,9
